###❝世界语词根❞,❝(完全相同的)世界语词根❞   这一行表示、虽然它具有与实际存在的对应替换字符串相同的优先级、但实际上并不执行字符串(汉字)替换操作。
世界语单词##,中文注释##
menstru,月经
menuver,灰鼠皮
merkuri,墨丘利
merovid,墨洛温
mesalin,梅萨利娜
mesidor,获月
metabol,代谢
metadon,美沙酮
metatez,音位转换
metilen,亚甲基
metodik,方法论
metoksi,甲氧基
midriaz,瞳孔散大
mikoriz,菌根
mikstur,合剂
militar,军事
miltiad,米太亚德
milvoki,密尔沃基
mindana,棉兰老岛
minesot,明尼苏达
minijup,迷你裙
minuskl,小写字母
mirabil,紫茉莉属
misgurn,鳅
misisip,密西西比河
miskant,芒草
misteri,神秘剧
mistral,密史脱拉风
misĥant,芒属
mitilen,米蒂利尼
mitrajl,霰弹铁片
mizogin,厌女
miĉigan,密歇根
mocarel,马苏里拉
modilon,托臂
mogadiŝ,摩加迪沙
mohamed,穆罕默德
mokasen,软皮鞋
monazit,独居石
monitor,监视器
monodor,莫诺多拉属
monosom,单体性
monrovi,蒙罗维亚
monster,龟背竹属
montajn,蒙田
montanj,蒙田
motacil,鹡鸰
mozarab,莫扎拉布
mucilag,黏液
mudeĥar,穆德哈尔
mukoral,毛霉目
mulhaŭz,米卢斯
municip,市政
mustang,野马
musteri,莫斯特文化
muzikal,音乐剧
naftali,拿弗他利
nagasak,长崎
najrobi,内罗毕
nanling,南岭
nanĉang,南昌
narajan,那罗延
nargile,水烟袋
narteks,前厅
natural,自然
nazaret,拿撒勒
naŭkrat,领航鱼
naŭsika,瑙西卡
nebrask,内布拉斯加
nebuloz,星云
nefridi,肾管
negaton,负电子
nektari,蜜腺
nematod,线虫
neofron,埃及秃鹫
neopren,氯丁橡胶
neornit,今鸟类
neptuni,镎
neritik,浅海
nestori,聂斯脱里
neŭtrin,中微子
nikelin,镍银
nistagm,眼震
nokturn,夜曲
nomarki,州
normand,诺曼
notofag,南青冈属
novisad,诺维萨德
nuakŝot,努瓦克肖特
nukleol,核仁
numeral,数词
numulit,货币虫
nunatak,冰原岛峰
odalisk,女奴
oestron,雌酮
ofensiv,攻势
okcipit,枕部
okcitan,奥克语
oklahom,俄克拉何马
oksalat,草酸盐
oksalid,酢浆草
oksazol,噁唑
oksford,牛津
okshoft,大桶量
oksimor,矛盾修辞
oksiton,尾重音
okulari,目镜
okupaci,占领
okzalil,草酰
oldovaj,奥都万
oleastr,胡颓子
olekran,鹰嘴
oleosom,油质体
olimpik,奥运
omatidi,小眼
onopord,大翅蓟属
oomikot,卵菌门
operkul,盖
opilion,盲蛛
opiniam,固执己见
optimum,最优
oratori,清唱剧
orbikul,轮匝肌
ordinat,纵坐标
ordovic,奥陶纪
oregoni,俄勒冈
organdi,蝉翼纱
organik,有机
oriflam,王旗
orleani,奥尔良地区
ornitop,鸟脚类
orobank,列当属
ortikon,正析像管
ovogoni,卵原细胞
pagipov,偿付能力
paladin,圣骑士
palafit,湖上屋
palakvi,胶木属
palatal,硬腭音
palatin,宫廷伯
palemon,长臂虾属
paleont,古生物
palestr,古代体操场
palikir,帕利基尔
pamplon,潘普洛纳
pamplun,潘普洛纳
panaris,甲沟炎
pandion,鹗
panegir,颂词
pankrac,古希腊搏击
panopli,全副武装
panteon,万神殿
panĝabi,旁遮普
papajin,木瓜蛋白酶
papaver,罂粟属
papavin,罂粟碱
papilom,乳头瘤
papilot,卷发纸
parados,背墙
parafiz,侧丝
parakor,等张比容
paranoj,偏执症
parapet,女儿墙
parcial,部分
parmeli,梅衣属
parotid,腮腺
parteni,小白菊
partikl,粒子
partner,同伴
parvenu,暴发户
pastern,系部
pasteŭr,巴斯德
patagon,巴塔哥尼亚
patienc,菠菜酸模
patrini,败酱草
patrokl,帕特罗克洛斯
patrone,织物图样
pavilon,展馆
paŭlini,泡林藤属
paŭzani,保萨尼亚斯
pediatr,儿科医生
pedicel,小梗
pedikur,修脚
pedunkl,花梗
pektine,耻骨肌
pemikan,干肉饼
penelop,佩涅洛佩
penicil,青霉属
peponed,瓠果
periant,花被
peridot,橄榄石
perigin,周位
perigoz,佩里格
perikop,经课
perpetu,佩尔佩图阿
persien,百叶窗
persvad,说服
perturb,使混乱
pervers,反常
pestiĉi,瘀点
petazit,蜂斗菜
petrark,彼特拉克
petroni,佩特罗尼乌斯
peŝavar,白沙瓦
piamatr,软脑膜
piemont,皮埃蒙特
pigment,色素
pikador,骑马斗牛士
pikardi,皮卡第
piknidi,分生孢子器
pikolin,甲基吡啶
piksidi,盖果
pilozel,鼠耳鹰草
pilĉard,欧洲沙丁鱼
pinakol,频哪醇
pinastr,海岸松
pingven,企鹅
pingvin,企鹅
pinikol,松雀属
pinktad,珠母贝属
pinofit,裸子植物门
pipelin,管道
piridil,吡啶基
piridin,吡啶
pirofor,自燃性
pistaci,黄连木属
pitagor,毕达哥拉斯
placent,胎盘
plasmid,质粒
plasmod,变形体
plastid,质体
platale,琵鹭属
platdiĉ,低地德语者
platism,颈阔肌
plaĉenz,皮亚琴察
pleokro,多色性
pleŭrot,侧耳属
pliocen,上新世
plumbag,蓝雪花属
plutark,普鲁塔克
plutarĥ,普鲁塔克
plutoni,钚
pluvioz,雨月
pneŭmat,气动
pneŭmon,肺
pnompen,金边
podicip,䴙䴘
podkast,播客
polaron,极化子
poliant,晚香玉属
polifem,波吕斐摩斯
poligal,远志属
poliket,多毛类
polikro,多色性
polimni,波吕许谟尼亚
polinik,波吕尼刻斯
polinom,多项式
polipor,多孔菌
politur,虫胶抛光
poliĥet,多毛类
polonez,波兰舞曲
poltron,懦夫
pomoide,苹果亚科
porfiri,紫水鸡属
portepe,剑带
posesiv,所有格
posthum,死后
potenci,电位
potiron,南瓜
potsdam,波茨坦
pozidon,波塞冬
poziton,正电子
pozolan,火山灰土
pragmat,实用
prakrit,普拉克里特
prebend,圣俸
precept,戒律
precesi,岁差
precioz,矫饰
predikt,将然
prefaci,颂谢词
premier,首演
premium,保费
prepost,主任司铎
prepuci,包皮
prerial,牧月
presbit,乌叶猴属
prestiĝ,威望
pretori,比勒陀利亚
prevent,预防
prezenc,现在
prezerv,保存
prezidi,主持
priŝtin,普里什蒂纳
procion,南河三
prodrom,前驱症状
prognat,颌前突
prokavi,蹄兔
prokliz,前附
proklor,原绿藻属
prokust,普洛克鲁斯忒斯
prolaps,脱垂
proleps,预先反驳
promete,普罗米修斯
prometi,钷
promoci,晋升
promulg,公布
propile,纪念门
propion,丙酰
propuls,推进
prostat,前列腺
prostet,辅基
prostez,词首添加
proteid,蛋白质
protein,蛋白质
protozo,原生动物
protrud,突出
provenc,普罗旺斯
provizi,供应
provost,宪兵长
psalter,索尔特里琴
psoriaz,银屑病
ptarmik,喷嚏草
pteridi,蕨
pterokl,沙鸡属
ptialaz,唾液淀粉酶
ptialin,唾液淀粉酶
ptoleme,托勒密
ptomain,尸碱
puatier,普瓦捷
puerper,产褥
pukcini,柄锈菌属
pulover,套头衫
pultace,粥样
punktur,穿刺
puntili,面子
purkinj,浦肯野
purpura,紫癜
rabelez,拉伯雷
radiaci,放射束
raflezi,大王花属
rajmond,雷蒙德
ramadan,斋月
ramajan,罗摩衍那
ramfast,巨嘴鸟
rapsodi,狂想曲
rastral,五线笔
ratifik,批准
ravenal,旅人蕉属
reaktor,反应器
realgar,雄黄
reaŭmur,列氏
recesiv,隐性
recidiv,复发
recital,独奏会
redempt,赎罪
refleks,反射
refrakt,折射
regolit,风化层
regulus,轩辕十四
rejnald,雷纳德
rekuper,回收
rekursi,递归
rekviem,安魂曲
remburs,货到付款
remolad,雷莫拉酱
renegat,叛教者
renklod,青梅李
rentgen,伦琴
reptili,爬行类
respons,责任
restaŭr,修复
restitu,归还
retikul,网状
retinal,视黄醛
reversi,回复突变
revulsi,转移充血
rezolut,坚决
reĝisor,导演
ribosom,核糖体
ricinin,蓖麻碱
rionegr,内格罗河
risling,雷司令
ristorn,退费
rizofor,红树
robotik,机器人学
rodofit,红藻植物
rokfort,罗克福奶酪
romandi,罗曼地
romanik,罗曼式
romanĉi,罗曼什地
ronsard,龙萨
rorkval,须鲸
rostbef,烤牛肉
rotator,旋转体
rotenon,鱼藤酮
rubekol,欧亚鸲
rubikon,卢比孔河
rudbeki,金光菊属
ruditap,蛤仔
rumstek,臀肉排
rutozid,芦丁
sabelik,皱叶甘蓝
sagital,矢状
sajmiri,松鼠猴属
sakarin,糖精
saladin,萨拉丁
salamis,萨拉米斯
salicin,水杨苷
salikin,水杨苷
salikok,虾
salomon,所罗门
salonik,塞萨洛尼基
salping,输卵管
saltier,项链
samojed,萨莫耶德
samuraj,武士
sangvin,愉快
sanitar,卫生
santiag,圣地亚哥
santome,圣多美
saponin,皂苷
saprozo,腐生动物
saracen,撒拉森人
sarafan,萨拉凡
sarajev,萨拉热窝
sardini,撒丁岛
sarkopt,疥螨属
sarment,藤蔓
sartori,缝匠肌
satelit,卫星
satirus,萨堤尔
satrapi,总督辖区
saturni,天蚕蛾属
savarin,萨瓦兰
saĥalen,萨哈林
scifozo,钵水母纲
scintil,闪烁
scipion,西庇阿
sedativ,镇静
sekestr,提存
sekular,世俗
sekvenc,序列
semestr,学期
senegal,塞内加尔
senjori,领地
sensori,感觉中枢
sensual,感觉
separat,分离
seratul,麻花头属
sericin,丝胶
sericit,绢云母
sesleri,塞斯草属
sesterc,塞斯特斯
sfenisk,环企鹅
sfenoid,蝶骨
sfingol,鞘氨醇
sialore,流涎
sibarit,享乐者
siderit,菱铁矿
sigfrid,齐格弗里德
sigmoid,乙状结肠
sikomor,埃及榕
silikon,硅酮
simarub,苦木属
simbioz,共生
simonid,西摩尼德斯
simplon,辛普朗峠
simpozi,专题讨论会
simpson,辛普森
sinalef,元音连读
sinartr,不动关节
sinciti,合胞体
sindrom,综合征
sinekur,闲职
sinerez,元音合音
sinergi,协同作用
sinistr,灾害损失
sinkret,融合
sinodik,会合
sintagm,组合段
sinviĵu,新义州
sirakuz,锡拉库萨
sirinks,排箫
skabioz,山萝卜
skadron,骑兵中队
skafald,脚手架
skafark,魁蚶
skafoid,舟骨
skalpel,手术刀
skandik,针果芹
skizoid,分裂样
sklerot,巩膜菌核
skoleks,头节
skolioz,脊柱侧弯
skorpen,鲉鱼
skvalen,角鲨烯
skvaten,扁鲨属
smoking,小礼服
snajper,狙击手
softbal,垒球
softvar,软件
solidag,一枝黄花
soliman,苏莱曼
soliter,单钻饰
soliton,孤子
solstic,至点
solutre,梭鲁特期
soroban,算盘
spacial,航天
spalier,肋木
spaniel,西班牙猎犬
spartak,斯巴达克斯
spatang,心海胆属
spergul,大爪草属
spermat,精子
spermin,精胺
spindel,纺锤
spionit,间谍狂
spirant,擦音
splankn,内脏
sponsor,赞助者
spontan,自发
sponton,短矛
sporozo,孢子虫
sputnik,人造卫星
srilank,斯里兰卡
stadium,体育场
stamped,惊逃
staniol,锡箔
stapeli,豹皮花属
starost,地方长官
statist,临时演员
steatit,皂石
stelari,繁缕属
stelion,星鬣蜥
stencil,蜡纸
stentor,斯滕托尔
sternum,胸骨
steroid,类固醇
stevard,乘务员
stigmat,伤痕
stimfal,斯廷法洛斯
stokast,随机
stornel,斯托内洛
stotink,斯托廷卡
strabon,斯特拉波
stratum,层
stratus,层云
strobil,球果
stronci,锶
strudel,果馅卷
stuphar,亚麻色发
suberin,木栓质
suberit,软木材
suetoni,苏埃托尼乌斯
sukavat,极乐
sukcesi,成功
sukijak,寿喜烧
sulpici,苏尔皮基乌斯
sungari,松花江
surabaj,泗水
surinam,苏里南
surogat,代用
surplis,白法衣
suspend,暂停
suspens,悬念
suveren,主权
suzeren,宗主
svastik,卐字
sviteni,桃花心木属
tablojd,药丸
tagalog,他加禄
tajhang,太行山脉
tajjuan,太原
tajjŭan,太原
takipne,呼吸急促
taksodi,落羽杉属
taktism,趋性
taliktr,唐松草属
talofit,叶状植物
tamandu,小食蚁兽属
tamarik,柽柳
tampere,坦佩雷
tanacet,艾菊
tangŝan,唐山
tantiem,版税
tanzani,坦桑尼亚
tasmani,塔斯马尼亚
tatagat,如来
taŝkent,塔什干
teheran,德黑兰
tekneci,锝
tekstil,纺织
tekstur,结构
tekvond,跆拳道
telemaĥ,忒勒马科斯
telofaz,末期
temerar,鲁莽
tenebri,拟步甲属
tenerif,特内里费
tentakl,触手
tenuran,保有农
teobrom,可可属
teodice,神义论
teodozi,狄奥多西
teognis,忒俄格尼斯
teogoni,神谱
teokrit,忒奥克里托斯
teozofi,神智学
terafoz,捕鸟蛛属
terakot,赤陶
teratom,畸胎瘤
teravad,上座部
teravat,太瓦
tercian,间日热
terciar,第三纪
terenci,泰伦提乌斯
tetanos,破伤风
tetraon,松鸡
tetrark,分封王
tianĝin,天津
tianŝan,天山
tibesti,提贝斯提
tibuŝen,蒂牡花属
tiravir,牵引绳
tireoid,甲状软骨
tirozin,酪氨酸
titikak,的的喀喀
titular,名义上
tizanur,缨尾目
tjanĝin,天津
tjanŝan,天山
tobogan,平底雪橇
tokonom,壁龛
tolstoj,托尔斯泰
tomahok,战斧
torinok,鸟之子纸
toriĉel,托里拆利
tortilj,玉米饼
tortrik,卷叶蛾
trabant,卫星
trabekl,小梁
tragant,黄蓍胶
trakeli,荨麻叶风铃草
traktus,束
transit,过境运输
traŭmat,创伤
treonin,苏氨酸
tribord,右舷
tribrak,三短格
triceps,三头肌
tridakn,砗磲属
trifori,三拱廊
triglif,三槽板
triketr,三角骨
trilion,万亿
trilogi,三部曲
trinitr,三硝基
triolet,三连音
tripang,海参
tripoli,的黎波里区
tripsin,胰蛋白酶
triptik,三联画
tristan,特里斯坦
trombin,凝血酶
tropeol,旱金莲
trusken,划线规
tuberos,晚香玉
tucidid,修昔底德
tuileri,杜伊勒里
turgesk,肿胀
turingi,图林根
turkmen,土库曼
tusilag,款冬
udmurti,乌德穆尔特
ulamban,盂兰盆
ulrungd,郁陵岛
ungvent,软膏
unikorn,独角兽
unitari,一位论
uperkut,上勾拳
uranism,男同性恋
urinore,多尿
urugvaj,乌拉圭
ustilag,黑粉菌属
vadjang,无底锅
vaginal,鞘膜
vajdblu,菘蓝蓝
vakajam,和歌山
vakcini,越橘
valenci,瓦伦西亚
valkiri,女武神
valmiki,瓦尔弥基
valpurg,瓦尔普吉斯
vanilin,香兰素
vanuatu,瓦努阿图
variabl,变量
variaci,变奏曲
varicel,水痘
variete,杂耍
vaterlo,滑铁卢
vatikan,梵蒂冈
verbask,毛蕊花属
vergili,维吉尔
vermont,佛蒙特州
vernaci,芽中叶序
vernier,游标
veronal,维罗那尔
veronez,委罗内塞
veronik,婆婆纳
versajl,凡尔赛
versikl,节
vertrag,灵缇
vibraci,振动
viktori,维多利亚
vincent,文森特
vindhuk,温得和克
violent,暴力
virgini,弗吉尼亚
virtual,虚拟
visigot,西哥特
vistari,紫藤
visteri,紫藤
vitamin,维生素
vitilig,白癜风
vitruvi,维特鲁威
vjetnam,越南
voandze,班巴拉豆
vodevil,杂耍剧
vojevod,沃伊沃德
volapuk,沃拉普克
volatil,挥发性
volfram,钨
volitiv,意愿式
volovan,酥皮盅
vormian,缝间骨
zabajon,萨芭雍
zaporog,扎波罗热
zaragoz,萨拉戈萨
zepelin,齐柏林
zeŭksis,宙克西斯
zigofil,蒺藜属
zigurat,金字形神塔
zimbabv,津巴布韦
zirkoni,锆
ĉampanj,香槟区
ĉampion,冠军
ĉangpaj,长白山
ĉangĉun,长春
ĉapelil,查佩利洛
ĉastuŝk,俄讽刺小曲
ĉerburg,瑟堡
ĉernozi,黑钙土
ĉervonc,切尔文券
ĉimaron,无糖马黛茶
ĉimozin,凝乳酶
ĉimpanz,黑猩猩
ĉingdaŭ,青岛
ĉinghaj,青海
ĉirimen,绉绸
ĉiĉeron,导游
ĉogoliz,乔戈里萨
ĉongĵin,清津
ĝaganat,扎格纳特
ĝazband,爵士乐队
ĝengĝoŭ,郑州
ĝenovev,日内维耶芙
ĝermani,日耳曼尼亚
ĝeĝjang,浙江
ĝirondi,吉伦特
ĝjangsu,江苏
ĥabakuk,哈巴谷
ĥaradri,鸻属
ĥelicer,螯肢
ĥorasan,呼罗珊
ĵambore,大露营
ĵinrikŝ,人力车
ŝakuhaĉ,尺八
ŝamisen,三味线
ŝandong,山东
ŝandung,山东
ŝarazad,山鲁佐德
ŝekspir,莎士比亚
ŝenjang,沈阳
ŝetland,设得兰
ŝibolet,口令
ŝinĝang,新疆
ŝjining,西宁
ŝlesvig,石勒苏益格
ŝrapnel,榴霰弹
ŝulamit,书拉密女
abadon,亚巴顿
abatis,鹿砦
abisen,阿比西尼亚
abiŝag,亚比煞
ablaci,消融
abnorm,异常
abomas,皱胃
abrazi,磨蚀
abscis,横坐标
absolv,赦免
abutil,苘麻
acetil,乙酰
aceton,丙酮
adenin,腺嘌呤
adenom,腺瘤
adiant,铁线蕨
adison,阿狄森
adjekt,状语补语
adonid,侧金盏花
adonis,阿多尼斯
adrian,阿德里安
adsorb,吸附
adukci,内收
advers,敌对
afekci,影响
aferez,词首脱落
agarik,伞菌
agatid,贝壳杉
agerat,藿香蓟
agnosk,承认
agnozi,失认
agvara,鬃狼
ailant,臭椿
ajapan,香泽兰
ajatol,阿亚图拉
akeron,阿刻戎
akolit,辅祭
akomod,调节
akonit,乌头
akonti,无肢蜥
akromi,肩峰
aksung,猪脂
akteon,阿克泰翁
aktini,海葵
aktuar,书记
akumul,积累
akĉent,口音
alabam,亚拉巴马
alanin,丙氨酸
alarik,阿拉里克
albert,阿尔伯塔
albion,阿尔比恩
albizi,合欢属
alburn,欧白鱼
alcino,阿尔基诺俄斯
alegan,阿勒格尼
aleksi,失读症
aleman,阿勒曼
alergi,过敏
aleron,副翼
alfons,阿方索
alfred,阿尔弗雷德
alianc,同盟
aliari,蒜芥
alidad,照准仪
alifat,脂肪族
alkali,碱
alkmen,阿尔克墨涅
almati,阿拉木图
alopat,对抗医
alpini,山姜
altair,牛郎星
alumin,铝
alunit,明矾石
alveol,小泡
alĝebr,代数结构
alĝeri,阿尔及利亚
amalek,亚玛力
amanit,鹅膏菌
amazon,亚马孙
ambigu,歧义
amiant,石棉
amilaz,淀粉酶
amirid,香脂木
amitab,阿弥陀
amitoz,无丝分裂
amnezi,健忘
amofil,滨草
amonit,菊石
amorid,亚摩利人
amplif,放大
anabol,合成代谢
anafaz,后期
anafor,照应
anagir,毒豆属
anarik,狼鳚
anarĥi,无政府
anatem,诅咒
anatol,阿纳托尔
andant,行板
anelid,环节动物
angiom,血管瘤
anglez,英国舞
angrek,彗星兰
angvis,蛇蜥
anhalt,安哈尔特
anilid,苯胺酰胺
ankone,肘肌
anofel,按蚊
anopsi,失明
anorak,风雪衣
anosmi,嗅觉丧失
anselm,安瑟伦
antiar,箭毒木
antigv,安提瓜
antino,安提诺乌斯
antiop,安提俄珀
antioĥ,安条克
antoni,安东尼奥
antozo,珊瑚虫纲
antrop,人类
anturi,花烛
aorist,不定过去
apalaĉ,阿巴拉契亚
apanaĝ,封地
apatit,磷灰石
apenin,亚平宁
apepsi,胃消化不良
apocin,罗布麻属
apofiz,骨突
apokop,词尾脱落
apolon,阿波罗
aprior,先验
arabin,阿拉伯胶酸
arabis,南芥属
arafur,阿拉弗拉海
aragon,阿拉贡
arakid,花生
ararat,亚拉腊山
ardizi,朱砂根
argani,阿甘树
argiop,金蛛属
ariadn,阿里阿德涅
ariman,阿里曼
ariost,阿里奥斯托
arizon,亚利桑那
arkadi,阿卡迪亚
arkean,太古宙
arkont,执政官
arktur,大角星
armand,阿尔芒
armeri,海石竹
armori,纹章
aromat,芳香族
arorut,竹芋粉
arpent,阿庞
artikl,物品
aruman,阿罗马尼亚人
asbest,石棉
ascend,上升
ascidi,海鞘类
asembl,汇编
askorb,抗坏血
aspart,天冬氨酸
aspazi,阿斯帕西娅
astart,阿斯塔特
asteni,虚弱
asteri,海星
astilb,落新妇
asturi,阿斯图里亚斯
atakam,阿塔卡马
ataksi,共济失调
ataman,阿塔曼
aterom,粥样斑
atlant,男像柱
atreid,阿特柔斯族
atrezi,闭锁
atrici,畏惧痛悔
avatar,化身
averaĝ,平均
avicen,阿维森纳
avocet,反嘴鹬
avokad,鳄梨
azarol,欧楂
azimen,泡泡树属
azimut,方位角
azoksi,氧化偶氮
azuleĥ,花砖
aĉeŭle,阿舍利
aĥemen,阿契美尼德
aĥeron,阿刻戎
aŝmode,阿斯摩太
aŭksin,生长素
aŭkume,奥克榄
aŭreli,海月水母
aŭrikl,耳廓
aŭster,严厉
aŭtent,真实
aŭŝvic,奥斯维辛
babord,左舷
badeni,巴登
bagdad,巴格达
bajkal,贝加尔湖
bajram,拜拉姆节
bajron,拜伦
bakang,姆巴康加
baklav,果仁蜜饼
baktri,巴克特里亚
bakŝiŝ,贿赂
baldur,巴德尔
balear,巴利阿里
balist,弩炮
balkan,巴尔干
balkaŝ,巴尔喀什湖
balote,夏至草属
bambuz,簕竹属
bangal,平房
bangvi,班吉
banjan,榕树
banked,宴会
bankiz,浮冰原
bankok,曼谷
bantam,矮脚鸡
banĝul,班珠尔
banĵul,班珠尔
baobab,猴面包树
barbad,巴巴多斯
barbed,炮座
barbud,巴布达
barejn,巴林
barenc,巴伦支
barion,重子
barjon,重子
barkan,新月形沙丘
barnab,巴拿巴
barzoj,猎狼犬
basbal,棒球
basier,空头
baskul,翻转
bastil,巴士底
batrak,无尾类
bazidi,担子器
bazili,罗勒
baŝkir,巴什基尔
baŝlik,兜帽
baŭcis,波西丝
bedeli,香树脂
beduen,贝都因
begoni,秋海棠
bejrut,贝鲁特
belial,彼列
bemeri,苎麻属
bengal,孟加拉
benign,良性
benjet,油炸面团
benzen,苯
benzil,苄基
benzol,苯
berber,柏柏尔人
bergen,卑尔根
berili,铍
bering,白令
bermud,百慕大
bernik,贝勒尼基
betani,伯大尼
bezoar,胃石
bharat,印度
biceps,二头肌
bienal,双年展
bilbok,剑玉
bileam,巴兰
bilion,十亿
biocid,生物杀灭剂
biopsi,活检
biotin,生物素
biotit,黑云母
biplan,双翼机
bisekc,平分
biskaj,比斯开
biskot,面包干
bitnik,垮掉派
biuret,缩二脲
bizanc,拜占庭
bizant,拜占庭币
biŝkek,比什凯克
blabla,喋喋不休
bluĝin,粗斜纹布
bocvan,博茨瓦纳
bodler,波德莱尔
bodoni,博多尼体
bofort,蒲福
bokser,拳师犬
bolard,系船柱
boldin,波尔定
bolivi,玻利维亚
bolonj,博洛尼亚
bolŝev,布尔什维克
bombaj,孟买
bombak,木棉属
bomben,铃蟾属
bonazi,花尾榛鸡
bonsaj,盆景
bordoz,波尔多
bordun,持续低音
boreal,北方
boreli,疏螺旋体
borome,博罗梅奥
bospor,博斯普鲁斯
boston,波士顿华尔兹
botarg,乌鱼子
botaŭr,大麻鳽
botrit,葡萄孢属
botrop,矛头蝮属
boŝman,布须曼人
bradip,树懒
brahma,梵天
brahmo,梵社派
brakin,爆步甲属
brakte,苞片
branki,鳃
bravur,炫技
brazil,巴西
braĥin,步甲虫
brelok,小挂饰
bremen,不来梅
breton,布列塔尼
brevet,特许状
briare,布里阿瑞俄斯
brifit,苔藓植物
brigit,布丽吉特
brioni,泻根属
briozo,苔藓虫类
brisur,纹章区别记
briton,不列吞人
brokol,西兰花
bromus,雀麦属
brucel,布鲁氏菌
brucin,番木鳖碱
brumer,雾月
brunej,文莱
brunel,夏枯草属
brusel,抱子甘蓝
brutal,粗暴
bukcen,古号角
bulbil,珠芽
buldog,斗牛犬
buldoz,推土机
bulgar,保加利亚
bulimi,贪食症
bungar,环蛇属
burask,暴风雨
burbon,波旁
burger,汉堡
burjat,布里亚特人
burkin,布基纳
burser,裂榄属
burund,布隆迪
buŝmen,布须曼人
cebaot,万军
cecili,塞西莉亚
cedrat,香橼
cedrel,香椿属
cefale,头痛
cefanj,西番雅
cejlon,锡兰
celebr,举行
celest,钢片琴
celtid,朴属
centav,分币
centil,百分位
cenzor,审查官
cerami,仙菜属
cerast,角蝰属
cerber,刻耳柏洛斯
cercid,紫荆属
cereal,谷物
cerebr,大脑
cervik,颈部
cestod,绦虫纲
cetoni,花金龟属
cezare,凯撒利亚
cianur,氰尿
cibori,圣体盒
ciklad,基克拉泽斯
ciklan,环烷烃
ciliar,睫状体
cilici,基利基亚
cimati,波形线脚
cingul,扣带束
cintur,带
ciprin,鲤鱼
cipsel,雨燕
cireni,昔兰尼加
cistin,胱氨酸
citral,柠檬醛
citrol,西瓜属
citrus,柑橘
dabing,大饼
dafnis,达夫尼斯
dahome,达荷美
dajmon,代蒙
dajren,大连
dalmat,达尔马提亚
dalton,道尔顿
damian,达米安
damokl,达摩克利斯
danaid,达那奥斯人
dancig,但泽
daniel,丹尼尔
dariol,油炸馅饼
darvin,达尔文
davali,骨碎补属
daŭfen,王储
decidu,落叶性
defens,禁牧
dehisk,开裂
dekant,倾析
dekkan,德干
dekokt,煎煮
delekt,愉悦
delikt,违法
demarŝ,外交行动
demenc,痴呆
dement,否认
demisi,辞职
dendro,树木
dental,齿音
dentin,牙本质
deodar,喜马拉雅杉
deploj,展开
deport,强制迁移
deprec,贬值
deprim,抑郁
dermat,皮肤
derviŝ,托钵僧
desfil,遮蔽
desmod,吸血蝠属
desper,绝望
detekt,侦测
deterg,清洗
detrit,碎屑
devanc,超过
devoni,泥盆纪
dezajn,设计
diabol,空竹
diafiz,骨干
diakil,铅硬膏
dialef,元音分读
dializ,透析
diartr,动关节
diatez,素质
diaton,自然音阶
dierez,分音
dietik,膳食学
dietil,二乙基
diklin,单性花
diktat,听写
dileni,五桠果属
diluvi,洪积层
diminu,缩小
diocez,教区
diodor,狄奥多罗斯
diogen,第欧根尼
diomed,狄俄墨得斯
dioniz,狄俄尼索斯
dioptr,折射面
dioram,透视画
diorit,闪长岩
diport,延期费
dipsak,川续断
diptik,双联画
disaĝi,贴水
disert,论文
disked,软盘
disoci,解离
dispne,呼吸困难
disten,蓝晶石
distik,二行诗
distom,肝吸虫
disuri,排尿困难
ditisk,龙虱属
diurez,利尿
diverĝ,发散
divorc,离婚
dizert,逃兵
diĝest,摘要
diĵoni,第戎地区
dnestr,德涅斯特河
docent,讲师
dodeka,十二
dodoic,都都逸
dodoma,多多马
dolman,匈骑短衣
dolmen,支石墓
domani,域
doming,多米尼加
domini,自治领
donaci,捐赠
donald,唐纳德
dopler,多普勒
dorote,多萝西娅
dosier,卷宗
dracen,龙血树属
drakon,严酷
dravid,达罗毗荼
drelik,粗布
drezin,轨道车
drimis,辣木樟属
dromaj,鸸鹋
drozer,茅膏菜属
dublin,都柏林
dugong,儒艮
duktil,延展
dumdum,达姆弹
duoden,十二指肠
duŝanb,杜尚别
ebonit,硬橡胶
edinol,艾迪诺尔
editor,编订者
edmond,埃德蒙
edmund,埃德蒙
eduard,爱德华
efelid,雀斑
efraim,以法莲
egilop,山羊草属
ejakul,射精
ekbali,喷瓜属
ekimoz,瘀斑
ekonom,经济
eksciz,切除
ekskuz,辩解
ekspon,指数
ekspoz,展示
eksvot,还愿奉献物
ektazi,扩张症
ektomi,切除
ektopi,异位
ekumen,普世
ekzalt,亢奋
ekzark,督主教
ekzekv,强制执行
ekzerg,铭文区
ekzorc,驱魔
elasto,弹性
elater,叩头虫
elatin,沟繁缕属
elbrus,厄尔布鲁士
eleagn,胡颓子
eledon,单列吸盘章鱼属
elimin,消除
elohim,埃洛希姆
embarg,禁运
emboli,栓塞
emerik,埃梅里克
emersi,复现
emetik,催吐剂
emetin,吐根碱
emitor,发射极
empetr,岩高兰属
empiem,脓胸
empire,最高天
empiri,经验
empori,贸易城
enalag,换格
endemi,地方性
enklav,飞地
enkliz,后附
enoter,月见草
entent,协约
entjer,整数
entozo,体内寄生虫
enukle,摘除
enurez,遗尿
envult,巫蛊
eparki,主教辖区
eparĥi,主教辖区
epifiz,骨骺
epifor,流泪
epigin,子房下位
